Respondent,Professional,FormalEducation,MajorUndergrad,HomeRemote,CompanySize,CompanyType,YearsProgram,YearsCodedJob,CareerSatisfaction,JobSatisfaction,TabsSpaces,IDE,Methodology,Gender,HighestEducationParents,Race,Salary
2611,Professional developer,Bachelor's degree,Computer science or software engineering,"Less than half the time, but at least one day each week","5,000 to 9,999 employees",Non-profit/non-governmental organization or private school/university,20 or more years,16 to 17 years,10,10,Tabs,Notepad++; TextMate; Vim; IntelliJ; Komodo; NetBeans; PHPStorm; PyCharm; Visual Studio,NA,Male,A master's degree,White or of European descent,1.29E+05
2613,Professional developer,Some college/university study without earning a bachelor's degree,Fine arts or performing arts,A few days each month,"1,000 to 4,999 employees",Venture-funded startup,6 to 7 years,1 to 2 years,4,6,Spaces,Sublime Text; Vim; IntelliJ,Agile; Scrum; Pair,NA,NA,NA,1.25E+05
2616,Professional developer,Some college/university study without earning a bachelor's degree,Computer programming or Web development,A few days each month,20 to 99 employees,"Privately-held limited company, not in startup mode",20 or more years,16 to 17 years,9,8,Both,Notepad++; Visual Studio; Visual Studio Code,Waterfall; Agile; Lean; Scrum,Male,A bachelor's degree,White or of European descent,1.00E+05
2620,Professional developer,Doctoral degree,Computer engineering or electrical/electronics engineering,All or almost all the time (I'm full-time remote),10 to 19 employees,Pre-series A startup,20 or more years,20 or more years,9,9,Spaces,Emacs; Android Studio; Eclipse; IntelliJ; PHPStorm; RStudio; Xcode,Waterfall; Agile; Scrum; Kanban,Male,A professional degree,White or of European descent,1.65E+05
2622,Professional developer,Some college/university study without earning a bachelor's degree,Management information systems,All or almost all the time (I'm full-time remote),"10,000 or more employees",Publicly-traded corporation,2 to 3 years,Less than a year,8,8,Tabs,Visual Studio,NA,Male,A bachelor's degree,White or of European descent,6.70E+04
2623,Professional developer,Master's degree,Fine arts or performing arts,Never,100 to 499 employees,Government agency or public school/university,14 to 15 years,6 to 7 years,10,10,Both,Vim; IntelliJ; PyCharm,Agile; Kanban,Female,High school,White or of European descent,8.00E+04
2631,Professional developer,Bachelor's degree,Mathematics or statistics,Never,20 to 99 employees,Venture-funded startup,2 to 3 years,2 to 3 years,7,10,Spaces,Sublime Text,Agile; Pair; Kanban,Male,A master's degree,White or of European descent,87500
2638,Professional developer,Doctoral degree,A natural science,A few days each month,"5,000 to 9,999 employees",Non-profit/non-governmental organization or private school/university,20 or more years,20 or more years,5,5,Spaces,Emacs,NA,Male,A doctoral degree,White or of European descent,1.35E+05
2648,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,"10,000 or more employees",Publicly-traded corporation,17 to 18 years,2 to 3 years,8,10,Tabs,Notepad++; Visual Studio,Pair,Male,A bachelor's degree,White or of European descent,1.40E+05
2661,Professional developer,Bachelor's degree,Mathematics or statistics,"Less than half the time, but at least one day each week","5,000 to 9,999 employees","Privately-held limited company, not in startup mode",4 to 5 years,4 to 5 years,8,8,Spaces,Vim; IntelliJ; PyCharm,Agile; Lean; Scrum; Extreme; Pair; Kanban,Male,A doctoral degree,White or of European descent,9.20E+04
2685,Professional developer,Primary/elementary school,NA,Never,"1,000 to 4,999 employees","Privately-held limited company, not in startup mode",9 to 10 years,6 to 7 years,9,7,Tabs,Atom; Sublime Text; Vim,Waterfall; Agile; Scrum,Male,A master's degree,White or of European descent,3.00E+04
2689,Professional developer,Master's degree,Mathematics or statistics,Never,100 to 499 employees,Publicly-traded corporation,11 to 12 years,4 to 5 years,9,8,Spaces,Vim; Android Studio; IntelliJ; PHPStorm,Agile; Scrum; Pair,Male,A master's degree,White or of European descent,89500
2708,Professional developer,Bachelor's degree,Computer science or software engineering,Never,20 to 99 employees,"Privately-held limited company, not in startup mode",6 to 7 years,Less than a year,8,7,Spaces,Atom; Vim; Eclipse; Visual Studio Code,Scrum; Pair,Male,High school,"Hispanic or Latino/Latina; Native American, Pacific Islander, or Indigenous Australian; White or of European descent",6.00E+04
2721,Professional developer,Bachelor's degree,Computer engineering or electrical/electronics engineering,Never,100 to 499 employees,"Privately-held limited company, not in startup mode",20 or more years,3 to 4 years,7,6,Tabs,Sublime Text; Visual Studio; Visual Studio Code,Agile; Scrum; Pair,Male,A master's degree,White or of European descent,9.20E+04
2731,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,"10,000 or more employees",Publicly-traded corporation,14 to 15 years,6 to 7 years,9,9,Spaces,Notepad++; Visual Studio,Agile; Lean; Kanban,Male,A master's degree,White or of European descent,8.40E+04
2735,Professional developer,Some college/university study without earning a bachelor's degree,Computer science or software engineering,A few days each month,500 to 999 employees,"Privately-held limited company, not in startup mode",12 to 13 years,6 to 7 years,7,10,Spaces,Vim,Agile; Pair,Male,A bachelor's degree,White or of European descent,5.00E+04
2741,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,"10,000 or more employees",Publicly-traded corporation,15 to 16 years,8 to 9 years,8,3,Spaces,Notepad++; Eclipse; IntelliJ,Agile; Scrum,Male,A bachelor's degree,White or of European descent,101500
2751,Professional developer,Bachelor's degree,Computer science or software engineering,"Less than half the time, but at least one day each week","1,000 to 4,999 employees",Publicly-traded corporation,9 to 10 years,5 to 6 years,8,7,Spaces,Atom; Sublime Text; TextMate,Agile; Pair,Male,A bachelor's degree,White or of European descent,8.00E+04
2770,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,"5,000 to 9,999 employees",Publicly-traded corporation,20 or more years,12 to 13 years,6,7,Spaces,Vim,Waterfall; Agile; Lean; Scrum; Pair,Male,A bachelor's degree,White or of European descent,1.68E+05
2780,Professional developer,Master's degree,Computer engineering or electrical/electronics engineering,Never,"5,000 to 9,999 employees","Sole proprietorship or partnership, not in startup mode",12 to 13 years,7 to 8 years,4,2,Spaces,Notepad++; Vim; Eclipse; PyCharm,Waterfall; Lean; Scrum; Extreme; Pair,Male,"Some college/university study, no bachelor's degree",White or of European descent,1.18E+05
2781,Professional developer,Some college/university study without earning a bachelor's degree,Computer programming or Web development,A few days each month,"5,000 to 9,999 employees",Non-profit/non-governmental organization or private school/university,9 to 10 years,4 to 5 years,5,8,Tabs,Notepad++; Visual Studio; Visual Studio Code,NA,Male,High school,White or of European descent,5.10E+04
2786,Professional developer,Master's degree,A humanities discipline,Never,100 to 499 employees,"Privately-held limited company, not in startup mode",20 or more years,15 to 16 years,8,8,Both,NA,Agile; Scrum,NA,NA,NA,7.50E+04
2793,Professional developer,Bachelor's degree,Computer science or software engineering,All or almost all the time (I'm full-time remote),Fewer than 10 employees,NA,20 or more years,20 or more years,10,10,Both,Xcode,Agile; Scrum; Extreme; Pair; Kanban,Male,A bachelor's degree,White or of European descent,1.07E+05
2808,Professional developer,Bachelor's degree,Computer engineering or electrical/electronics engineering,A few days each month,"10,000 or more employees",Non-profit/non-governmental organization or private school/university,16 to 17 years,11 to 12 years,8,8,Spaces,Emacs; TextMate; Eclipse,NA,Male,High school,White or of European descent,1.30E+05
2815,Professional developer,Master's degree,Computer engineering or electrical/electronics engineering,All or almost all the time (I'm full-time remote),500 to 999 employees,"Privately-held limited company, not in startup mode",20 or more years,20 or more years,9,9,Tabs,Atom; Vim; Visual Studio; Xcode,NA,Male,"Some college/university study, no bachelor's degree",White or of European descent,1.15E+05
2828,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,100 to 499 employees,Venture-funded startup,20 or more years,20 or more years,9,9,Spaces,Vim,Agile; Scrum,Male,A bachelor's degree,White or of European descent,1.57E+05
2833,Professional developer,Secondary school,NA,It's complicated,"1,000 to 4,999 employees",Publicly-traded corporation,4 to 5 years,2 to 3 years,10,10,Tabs,Atom; Sublime Text; Vim; Android Studio; Eclipse; NetBeans; Visual Studio; Visual Studio Code; Xcode,NA,Male,High school,White or of European descent,8.50E+04
2849,Professional developer,Bachelor's degree,A business discipline,All or almost all the time (I'm full-time remote),"10,000 or more employees",Publicly-traded corporation,10 to 11 years,6 to 7 years,10,10,Spaces,Vim,Pair; Mob; Kanban,NA,A bachelor's degree,White or of European descent,1.45E+05
2875,Professional developer,Bachelor's degree,Management information systems,It's complicated,"1,000 to 4,999 employees","Sole proprietorship or partnership, not in startup mode",11 to 12 years,7 to 8 years,6,8,Tabs,Notepad++; PHPStorm; Visual Studio,Waterfall; Agile; Scrum,Male,A master's degree,White or of European descent,7.50E+04
2880,Professional developer,Master's degree,Computer science or software engineering,A few days each month,"1,000 to 4,999 employees","Privately-held limited company, not in startup mode",7 to 8 years,3 to 4 years,6,7,NA,NA,NA,NA,NA,NA,1.20E+05
2889,Professional developer,Some college/university study without earning a bachelor's degree,Computer science or software engineering,A few days each month,"10,000 or more employees",Non-profit/non-governmental organization or private school/university,9 to 10 years,3 to 4 years,8,9,Both,Sublime Text; Vim; IPython / Jupyter,Agile; Scrum; Extreme; Pair; Kanban,Male,"Some college/university study, no bachelor's degree",White or of European descent,7.00E+04
2892,Professional developer,Master's degree,Computer science or software engineering,A few days each month,"10,000 or more employees",Publicly-traded corporation,15 to 16 years,2 to 3 years,7,7,Spaces,Sublime Text; Visual Studio,Agile; Scrum,Male,A bachelor's degree,White or of European descent,1.25E+05
2893,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,"10,000 or more employees",Publicly-traded corporation,10 to 11 years,4 to 5 years,5,3,Spaces,Vim; Eclipse; PyCharm,Waterfall; Extreme; Mob; Kanban; Domain-driven design,Male,A bachelor's degree,White or of European descent,9.60E+04
2902,Professional developer,Some college/university study without earning a bachelor's degree,A natural science,Never,20 to 99 employees,"Sole proprietorship or partnership, not in startup mode",19 to 20 years,9 to 10 years,7,5,Tabs,Emacs; Notepad++; Eclipse; IPython / Jupyter; Light Table,NA,Male,A bachelor's degree,White or of European descent,7.30E+04
2912,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,"10,000 or more employees",Publicly-traded corporation,20 or more years,15 to 16 years,9,6,Spaces,Vim; IntelliJ; RubyMine,NA,Male,A bachelor's degree,White or of European descent,1.17E+05
2919,Professional developer,Bachelor's degree,Computer science or software engineering,"Less than half the time, but at least one day each week","10,000 or more employees",Publicly-traded corporation,19 to 20 years,13 to 14 years,9,10,Spaces,Notepad++; Sublime Text; Eclipse; Visual Studio,Waterfall; Agile; Scrum,Male,"Some college/university study, no bachelor's degree",White or of European descent,1.65E+05
